results;Score;Label
sorry gais jokes dark wuhan dick;-0,086385091;negative
waduuuhh dark jokes.;0,01953125;positive
wuhan cock trending continues trigger ras whatsoever emang ye twitter pas bal;-0,005681818;negative
play dark jokes;0,031188965;positive
dark jokes kyk gin goblok debutin content;0,053745815;positive
maap low caste jokes understand the essence of dark jokes;0,092697144;positive
indonesia dark jokes.;0,01953125;positive
dark jokes fucking anjir silit munyuk;0,083536784;positive
dark jokes ngga bang;0,145812988;positive
mom deck vaccine brings old diotamain old;0,097237723;positive
love cava dark jokes sabi;0,13046875;positive
ngetwit trending try dark jokes;0,01171875;positive
wihhhhhh teach dark jokes;0,014648438;positive
the meaning of the dark jokes activehuman;0,014648438;positive
briefly cave searching gathering dark jokes funny ngakak abiezzz;0,052218967;positive
no understood dark jokes anjir funny;-0,08046875;negative
dark jokes dick wuhan dick;0,062744141;positive
napa dark jokes;0,01953125;positive
ndut dark jokes;0,01953125;positive
dark jokes;0,188110352;positive
king dark jokes cuaks cuaks;0,017993164;positive
understanding dark jokes i understand elo dego;0,126505534;positive
rz eraah ngakak ngakak kenceng kencirnyny funny gajelas dark jokes tai;0,042724609;positive
bang dark jokes bang;0,076660156;positive
dwiheriyan boongan dark jokes kasi;0,075244141;positive
dark jokes pala asep;0,094055176;positive
chuakssssszz bombing dark jokes ngabbbbbbb;0,068994141;positive
utas dark jokes;0,01953125;positive
bang teaching dark jokes bang;0,208056641;positive
rz gajelas dark jokes tai dog;0,031453451;positive
dark jokes sungkem high school;0,094055176;positive
aowkaokwoak anjim ngernti dark jokes iv vv;0,053745815;positive
the dark jokes bocil fanboy assembly funny indonesia wisdom like to say dark joke;0,067405007;positive
plusetan crisp say dark jokes;0,075634766;positive
dark jokes really my glasses release aka dark;0,081089565;positive
budi doni canda genre dark jokes;0,004557292;positive
dark jokes endine;0,125406901;positive
dark jokes dick wuhan cock dick;0,041870117;positive
connect dark jokes claim;0,014648438;positive
comedian dark jokes;0,01953125;positive
gane ak dark jokes ko gangerti yh purpose;0,007324219;positive
like dark jokes gas pyo;0,094055176;positive
understand dark jokes bang inti wuhan dick;0,037109375;positive
crazy bang dark jokes really cool permission;0,109095982;positive
bener dark jokes kyk there is no understanding ckck smh smh;0,023590088;positive
effect of cokmus human stupid restless dark jokes head dick you location;-0,108506944;negative
gada understanding dark jokes i activehuman guoblok;0,094604492;positive
dark dark jokes joko dark jokes joko hiram;0,047668457;positive
funny funny dark jokes;0,061523438;positive
dark jokes jokes ngaaaab;0,201477051;positive
iyadah bang dark jokes;0,06640625;positive
anjim dark jokes mulu;0,014648438;positive
nutmeg ente dark jokes bro;0,01171875;positive
dark jokes dark jokes lifedi dark;0,063557943;positive
ngentoooddd tweet dark jokes;0,014648438;positive
anjim dark jokes doang hyung;0,01171875;positive
dark jokes get nerima;0,030266522;positive
ngadu dark jokes jdnya dark;-0,0625;negative
bang mnutut ngebug aje sihh dark jokes until gara;0,033203125;positive
im comfortable with someone who has same humor true gapapa i laugh;0,009992327;positive
dark jokes want to dipali ciyeee;0,096337891;positive
korean dark jokes champion;0,016601563;positive
awrra dark jokes.;0,01953125;positive
send dark jokes but bapan wkwkkwkwkkk;0,012109375;positive
pretentious story of throwing dark jokes wrong jokes using tongkrong;0,026331584;positive
thank you im sorry i dont have to be carat;-0,1078125;negative
teach greget jokes dark;0,013000488;positive
i dont want to shrek as dark jokes faham tgk kecik;0,060211182;positive
xixi dark jokes abis;0,014648438;positive
tibataba gue keinget dark jokes use kiwi;0,013950893;positive
mackasih join live front again dark jokes;0,087972005;positive
stale smp mulu dark jokes;-0,00078125;negative
pia mimi humake dark jokes ndio nitolewe;0,053745815;positive
its really funny when i watch dark jokes sad the story of adult my dreams is charming;0,057519531;positive
dark jokes intake;0,125406901;positive
aman chairman of the wibu group awokwokwok abis meeting for dark jokes;0,004774306;positive
dark jokes shouldnt be like that;0,125406901;positive
dark jokes im ngakak;0,094055176;positive
seriously twt dark jokes anying followers im right;0,024139404;positive
dongpyo likes dark jokes pretend deepest heart isnt;0,032470703;positive
wendy williams dark jokes virai wst;0,075724284;positive
males really jokes joanang dark jokes play;0,186837456;positive
wkwkkwk dark jokes;0,01953125;positive
ngebenerin dark jokes;0,01953125;positive
like dark jokes meme seenasia happy;0,214306641;positive
cant choose outside shp robin really beautiful queen dark jokes ken;0,106835938;positive
felt the bosen point gmna when kya gni;0,001024882;positive
jakobwolf haaaaaaa duhhh ngakak dark jokes ngopss sane keep;0,062063853;positive
dark jokes anj;0,125406901;positive
rep jokes ken laugh life dark;0,017659505;positive
dark point dark jokes syulph;0,002255249;positive
dark dark jokes dark jokes can jokes no;0,063557943;positive
why is it suitable for humor dark dark jokes monmaap im leave;-0,010749817;negative
habib rambah dark jokes world;0,01171875;positive
dark jokes dark jokes pala meledug;0,125406901;positive
gawe status wasp dark jokes makebapak mama lali ngehide mama kokpokkkkkk;0,093359375;positive
sentenced to get stubbornly stubborn gasuka;-0,100005533;negative
put the afternoon afternoon direction admin command funny oath lawuuucuu dark jokes;0,000776811;positive
after all stale dog jokes know the dark jokes tacky;0,017074585;positive
dark jokes pyo;0,125406901;positive
yoga dark jokes hyung jafar;0,01171875;positive
pyo dark jokes pyo allah can be me;0,01171875;positive
dark jokes son when i laugh i watched watch it;0,090535482;positive
continue dark jokes kyok;0,014648438;positive
dark jokes dongpyo;0,125406901;positive
pyo can dark jokes really;0,130187988;positive
good pyo likes dark jokes;0,144524217;positive
dongpyo dark jokes;0,01953125;positive
dark jokes moy.;0,125406901;positive
dark jokes lazy.;0,125406901;positive
dark jokes botak bald podcast;0,094055176;positive
dark jokes funny stomach stomach parahhh creature damagenyaaa duhhh;0,029649523;positive
jokes dark nya.;0,125406901;positive
iyahh my dark jokes name;0,100891113;positive
wadu dark jokes is really sii;0,10546875;positive
dark anjir jokes heh wakakkakakakakak;0,075244141;positive
tweet picture lucumeme funny free dark jokes ketawaketawa together with;0,01163737;positive
dark jokes dorg victim certain situations;0,012573242;positive
really evil intention of dark jokes ttp galucu position hurt;-0,034591675;negative
lord ktw bebener impressions of dark jokes;0,052286784;positive
hold holds not to exit dark jokes;-0,048678351;negative
yaampun sorry dark jokes;-0,120117188;negative
covid blitar is less than human less;-0,078125;negative
my mother dark jokes;0,01953125;positive
astagaa ngaaakaaakkk dark jokes can;0,014648438;positive
tiktok dark jokes brings asa golong khoookkk cuuiihhhh;0,006469727;positive
dark jokes laughs sirkel friends disitulaa kawan conscience;0,064605713;positive
understanding the sender invited to tell me because the dark jokes rep nanggepin;0,081573486;positive
wksjwksjwk lek talking about dark jokes ngene sorry;-0,023263114;negative
happy group group yteam haahaha dark jokes sorry brings asa dark jokes hahad;0,069899339;positive
governor of dark jokes;0,125406901;positive
severe like dark jokes siihh;-0,018249512;negative
soil fathers jokes overused cringe banget stop upload dark jokes social media;0,046061198;positive
ava lino likes dark jokes;0,152587891;positive
btpa riots as as when mama nang nang smsm nang strong;0,066925049;positive
ngejokes ortu cassava planting land itsnt funny bjir walopun protection;-0,009765625;negative
stop kot dark jokes article orphan yall just too much;0,009541829;positive
dark jokes according to malaysia;0,022460938;positive
like a hobby of joking see the sitkon the dog is continuously protected with dark jokes;0,009223728;positive
dark jokes ala gubeng nur;0,075244141;positive
dark jokes abhi.;0,125406901;positive
ndak like korean drama parasite watch highly recommend;0,078125;positive
collect dark jokes nich;0,014648438;positive
blng dark jokes honestly confused dark jokes funny;0,0440979;positive
sorry dark jokes adjdkshdhdhds;-0,120117188;negative
dark jokes youre prey certain situation;0,064656576;positive
pls t dark jokes rich in im afraid;-0,040644328;negative
kabarin mr. die becomes dark jokes chuakss;0,054861886;positive
acapabo kecam sbb backup dark jokeskau hahahahahhaha;-0,088727679;negative
dark jokes intentionally;0,187906901;positive
dark jokes tai kotok senderny stupid;0,052286784;positive
dark jokes worries virus virus about mutation;0,073120117;positive
plis akak grgr dark jokes ica tulul bangett;0,007324219;positive
dark jokes restless anjir;-0,038757324;negative
nimemwambia nampenda will niache hizo jokes;0,0859375;positive
soil jokes overused cringe very stop upload dark jokes cool social media;0,021373402;positive
choco gatau nyesek it doesnt have no tbtb nang malem grgr kange;0;neutral
dark bngt jokes.;0,125406901;positive
wsterners called dark jokes annoying fck crazy finish discuss;0,043301092;positive
dark jokes bende sensitive orphan takyahla kut kak jokes faham;0,07746582;positive
dark jokes theory;0,088948568;positive
god dog smua ledekin mlu dark dark dark dark jokes;-0,065700955;negative
wifi i error keepers i tetiba nyeletuk wifi error signal disturbing angels death;-0,127663352;negative
not uncommon nemiin jokes through dark embelembel dark jokes safe;-0,055328369;negative
dark jokes can be ngakak;0,125406901;positive
i really really dont really like the dark jokes of my dogs prayer skit;0,180691189;positive
dark jokes law firm labor litigation specialist i anjeer doers dont sangka haerde;0,043079723;positive
cape dark jokes;0,01953125;positive
i mean sidark jokes;0,165364583;positive
ian dark jokes is really;0,131835938;positive
cool sender angry dark jokes protected indonesia;-0,038225446;negative
yudhamustofa choco dark jokes close;0,03046875;positive
ngab ngab dark jokes moment;0,01484375;positive
different dark jokes ngehina;0,088867188;positive
cool sender angry dark jokes protected flip;-0,040457589;negative
even its just joke wrong joke died;0,011645508;positive
dark jokes youre prey certain situation;0,064656576;positive
why is dark jokes sometimes jerk;0,082336426;positive
monulance ambulance dark jokes;0,014648438;positive
id busets ngetawain dark jokes slama;0,062703451;positive
gamau golong heart dark jokes dark jokes mu dark jokes;0,076489258;positive
got dark jokes already sorry skip baperan dog;-0,059665323;negative
kelok dark jokes laka keep baperan;0,009762446;positive
forgiveness of the dark jokes kids takuuuut brings asa told low jokes norandain;0,039983576;positive
play dark jokes mr. landmak sea;-0,016957601;negative
i like to like dark jokes gin you are looking for a sensation of dark jokes make a dog brain;0,1216259;positive
dark jokes culture laughs;0,106506348;positive
warts dont need to talk to dark seat;-0,091593424;negative
cave dark jokes funny bad;-0,068362427;negative
dark jokes wruped idiot idiot cock;0,031453451;positive
stop dark jokes blind read;-0,047900391;negative
dark jokes im afraid of offensive;-0,102018359;negative
dark jokes best used with jokes;0,281494141;positive
my lives i thought he was dead;-0,16367658;negative
tiktok is a little little dark jokes;-0,063964844;negative
kek dark jokes gin formula timing was brought;0,002790179;positive
